,index,date,id,title,content,im_votesum,im_votecount,score,version,author,source,userImage,thumbsUpCount,replyContent,repliedAt
1921,,2020-04-13 09:31:38+00:00,,,Also ich scheitert schon bei der Eingabe der Mailadresse für die Registrierung der Garmin Watch. Mit müh und Not komme ich zum @ Zeichen. Aber sobald ich versuche das @ einzugeben hängt es sich auf. Meine Mailadresse wird auch im Eingabefeld nicht vorgeschlagen was andre Apps machen. Aktuell also nutzlos. Auch mit dem Patch am 13.04. Ist keine Anmeldung bei Garmin möglich. Bitte überprüft mal das Eingabeformular für die Mailadresse. (Huawei P30 Pro),,,1,1.0.4,Dirk Lindner,PlayStore,https://lh3.googleusercontent.com/a-/AOh14Ghe3OEkMGWYs7iZfPENwy4xoAbqr6FU18j86Ggffw,0.0,,
1644,,2020-04-14 10:21:35+00:00,,,Leider weiß ich nicht wie ich meine samsung galaxy watch s3 einbinden kann. Wenn möglich auch mehr als 1 Stern,,,1,1.0.4,Martin Smith,PlayStore,https://lh3.googleusercontent.com/a-/AOh14Gjz5Wh5zMv8ZIQm0O5W2Bdnw7-9Nm32cEPILo1O,0.0,,
1669,,2020-04-14 09:01:29+00:00,,,"Kann ich nicht nutzen, da Samsung Health nicht unterstützt wird.",,,1,1.0.4,D. Ha.,PlayStore,https://lh3.googleusercontent.com/a-/AOh14Gh5dakwShVnOWxlyBXBFEBT4EMgF1GOhVjxcVHJmg,0.0,,
997,,2020-04-18 21:33:27+00:00,,,Würden ja gerne helfen aber Samsung Wath wird leider nicht unterstützt 😏,,,1,1.0.4,K T,PlayStore,https://lh3.googleusercontent.com/-P0-N9etZ-og/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucl4vWakrSrdUjHEl5FzKx4YGDzVwQ/photo.jpg,0.0,,
1791,,2020-04-13 18:01:07+00:00,,,"Installation und Koppelung mit einer Garmin-Uhr und Connect-Account funktionierte problemlos. Es ist jedoch nicht zu erkennen ob die App auch tatsächlich ""spendet"" oder überaupt irgendwie funktioniert. Der Spendentagzähler auf der Startseite beibt leider auf Null stehen. Ein Bug, eine falsche Einstellung, ... ?? Was bremst hier aus?",,,1,1.0.4,Gerhard Wolff,PlayStore,https://lh3.googleusercontent.com/-HjupDhzbV6I/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclUfPfAI2CZl5_uWOcVV-hdVnK7Cw/photo.jpg,2.0,,
1673,,2020-04-14 08:45:17+00:00,,,Ich kann die App leider nicht benutzen da ich keine dieser Apps benutze die angeboten werden ich selber besitze einen mi fit Armband aber dies wird nicht aufgelistet deswegen lösche ich die App jetzt auch wieder hätte gerne Unterstützung geleistet,,,2,1.0.4,Miencrafter Hd,PlayStore,https://lh3.googleusercontent.com/a-/AOh14GjlyYL5Bvfn40XsaIx7o22W3RmjXmzc57Vr0pcL,0.0,,
1840,,2020-04-13 14:26:49+00:00,,,"Gut gemeint, (noch) nicht gut gemacht. Leider muss ein Fitnessarmband vorhanden sein, und dazu sind leider nur wenige verknüpfbar. Macht keinen Sinn, wenn nur ein geringer Prozentsatz die App nutzen kann.",,,2,1.0.4,Gabriele Kamm,PlayStore,https://lh3.googleusercontent.com/a-/AOh14GjRhSVEqpRABMenCCJG2zlrJwxjXiuRaBcRh4RlZQ,1.0,,
1810,,2020-04-13 16:15:41+00:00,,,Da ich eine Samsung Watch habe kann ich hier leider nicht mithelfen😒. Samsung wird derzeit leider nicht unterstützt.,,,2,1.0.4,Frank Roesler,PlayStore,https://lh3.googleusercontent.com/a-/AOh14GgqpKcTZ3W-xe-qsHDXBRm8rHy6P4Pal-w_HnLdDg,0.0,,
1698,,2020-04-14 02:23:13+00:00,,,Hab einen Fitness trekker von Samsung den ich leider nicht hinzufügen kann. Warum wurde der Dienst von samsung nicht mit aufgenommen,,,2,1.0.4,Julian Reiß,PlayStore,https://lh3.googleusercontent.com/a-/AOh14GjyWWV_zA7kws7GQM9XRMC0DyxzZcL5C7g0yGCmbQI,0.0,,
1721,,2020-04-13 22:45:17+00:00,,,"Ich wäre sehr gerne bereit meine Daten zur Verfügung zu stellen, doch leider ist Samsung Health als Anbieter nicht verfügbar, daher kann ich mich mit meiner Galaxy Watch nicht einwählen. Wird es in naher Zukunft vielleicht hinzugefügt?",,,2,1.0.4,J. Gottfried,PlayStore,https://lh3.googleusercontent.com/-EaOjo1VxdWU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmnGs01DJ6NmYxDsjMsv2X5eui9fg/photo.jpg,0.0,,
1692,,2020-04-14 06:26:09+00:00,,,Nicht für jedes Armband geeignet. Es soll der Puls gemessen werden. Nicht jeder hat einen Pulsmesser im Tracker. Somit wertlos bei mir. Und nicht jeder in Deutschland trägt ein Fitnessarmband. Zumal die nicht ganz billig sind.,,,2,1.0.4,Claudia Tille,PlayStore,https://lh3.googleusercontent.com/-goDOKtHMkxU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnfRcGQiDrxAROwJRgnWMy1KrN0EA/photo.jpg,0.0,,
2012,,2020-04-12 21:07:38+00:00,,,"Ausbaufähig Da ich keine der genannten Uhren habe, kann ich leider keine Daten übermitteln. Ich verwende die Samsung gear fit2 pro gekoppelt mit der Samsung health App. Wäre schön, wenn man das noch hinzufügen kann.",,,2,1.0.4,Heike Wellenthin,PlayStore,https://lh3.googleusercontent.com/-4-KTIT2dpaw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckkjZgFHZcZQgVtstxP339VxLL7NA/photo.jpg,0.0,,
1924,,2020-04-13 09:18:39+00:00,,,Wir haben uns sofort erschlossen mitzumachen. Wie aber mit Huawei Band 2 und Newgen medicals FBT-105.,,,2,1.0.4,Peter Jost,PlayStore,https://lh3.googleusercontent.com/a-/AOh14Gg6Ds0VVu2kQ2dfI6Zmx9mUGdX3vUB63lTnHj-0,0.0,,
1754,,2020-04-13 20:23:30+00:00,,,Ich kann mich nicht anmelden da ich meine E-Mail Adresse nicht eingeben kann,,,2,1.0.4,Nicole Hentges,PlayStore,https://lh3.googleusercontent.com/-uhQh_fJm_OY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmKatpKaMWjIGDEVUI85xl38uiZEQ/photo.jpg,0.0,,
1308,,2020-04-15 22:41:06+00:00,,,"Würde gerne mitmachen. Die Registrierung funktioniert nicht, weil das Umschalten für das Sonderzeichen @ nicht möglich ist. Das Einfügen der Email-Adresse ist nicht vorhanden.",,,2,1.0.4,gerhard kleeberger,PlayStore,https://lh3.googleusercontent.com/-VApkjZFEmA8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucltZczfwOscmLdozCnj54aNEaQFfw/photo.jpg,0.0,,
1691,,2020-04-14 06:38:38+00:00,,,"Als Anwender steht man etwas dumm da. Registrierung und Kopplung, bei mir Garmin 645, hat geklappt. Dann zeigte die App an das ich drei Tage gespendet habe. Nach dem letzten Uodate steht da wieder die 0. Leider enttäuschend",,,3,1.0.4,Jürgen Mess,PlayStore,https://lh3.googleusercontent.com/-mOrdufO-mnE/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckf4-tzPuyQCBF3te-8hgkhrg1n9w/photo.jpg,0.0,,
1560,,2020-04-14 13:43:07+00:00,,,Samsung Health / manuell übertragen Kommt noch die Schnittstelle zu Samsung Health? Vielleicht kann zum Übergang auch die Möglichkeit der manuellen Erfassung eine Hilfe sein?,,,3,1.0.4,Theresa Hinrichs,PlayStore,https://lh3.googleusercontent.com/a-/AOh14GjetVk7ajX4PlyGv2IxwtCYGaVCoCGZVT9RicsVDQ,1.0,,
1264,,2020-04-16 09:17:22+00:00,,,"Eine gute, sinnvolle Sache, aber es sind immer noch zu wenig Wearable möglich. Viele Nutzer haben sich preiswerte Wearables, wie u.A. Amazfit, M,i gekauft. Diese Mitbürger bleiben draussen, obwohl sie gerne helfen wollen. Eine Erweiterung wurde zugesichert, ist aber bisher nicht erfolgt. Also abwarten, und Tee trinken.",,,3,1.0.4,Arnim,PlayStore,https://lh3.googleusercontent.com/-7XPbvQVfmqw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucl0tE5XbzfS3eJVShKSQ36T_4dV4w/photo.jpg,0.0,,
1838,,2020-04-13 14:33:49+00:00,,,"Ich fand die Idee an gür sich ganz gut, aber da ich meine Samsung Watch nicht einbinden kann, ist die App für micht nutzbar",,,3,1.0.4,Doro Wa,PlayStore,https://lh3.googleusercontent.com/a-/AOh14Giis5h0LcKTS6QaXEJTFRMsijQcSkM_1eGOkGujlw,0.0,,
1661,,2020-04-14 09:36:31+00:00,,,"Wäre toll wenn es auch mit Samsung Health funktionieren würde, da ich ein Galaxy Watch Besitzer bin. Kommt diese Funktion noch?",,,3,1.0.4,Süleyman Naz,PlayStore,https://lh3.googleusercontent.com/-zXliEtLFznA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnfBbG5IMaPbo_deR7dzhr1wvxLgA/photo.jpg,1.0,,
2001,,2020-04-12 22:08:13+00:00,,,Update: Scheint jetzt zu funktionieren... Nach weiteren Tests ggf. 5 Sterne.,,,3,1.0.4,Michael Neuendorf,PlayStore,https://lh3.googleusercontent.com/a-/AOh14GhBysYPStSl81uJMnorfa8u_1vlW9sUAJlqy_SleQ,0.0,,
1683,,2020-04-14 07:28:44+00:00,,,"Idee top, sofort installiert. Leider habe ich trotz über einer Woche Nutzung bisher immer noch 0 Tage Spende...",,,3,1.0.4,Daniel Backes,PlayStore,https://lh3.googleusercontent.com/a-/AOh14GjpdLitFDYj9sB3T4Ngk7yrlbxsoSV0rzCkuA9nsw,0.0,,
1707,,2020-04-14 00:31:02+00:00,,,Nette Idee für Besitzer weniger Uhren,,,3,1.0.4,Ralf Zeiske,PlayStore,https://lh3.googleusercontent.com/a-/AOh14GiJYnIq75UA-m6tJDGjlSvrpjTEh1Pnwp5QtB6yzA,0.0,,
1993,,2020-04-12 22:51:15+00:00,,,Zu wenig Hersteller. Samsung z.b,,,3,1.0.4,Astrid Lubas,PlayStore,https://lh3.googleusercontent.com/-0p2Sa2kgWaQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnfmfzxu5LG41Lr9gwOZbUUJLYN1A/photo.jpg,0.0,,
956,,2020-04-19 12:13:50+00:00,,,funktioniert gut aber nicht jeder hat ein Fitnessarmband. eine allgemeine App die jeder nutzen könnte fände ich super. ich selbst habe keins Armband.. somit ist die app für mich nutzlos.,,,3,1.0.4,Anime_ Z,PlayStore,https://lh3.googleusercontent.com/a-/AOh14Ghz4VsklrXHgQPisWAtiia94g_iPTHEyoX2x49SfA,0.0,,
1802,,2020-04-13 16:52:39+00:00,,,"Nach den ersten Anlauf-Schwierigkeiten und drei verlorenen Tagen, funktioniert die App hoffentlich! Eine gute Sache, die unterstützt werden muss. Ich hoffe, dass wir alle gut durch die Krise kommen. VD A.K.",,,4,1.0.4,Alexandra kuhn,PlayStore,https://lh3.googleusercontent.com/-vBne6vM6bNE/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnH8PPuR9_-mBQv_TUISaiNXeH_hg/photo.jpg,0.0,,
1788,,2020-04-13 18:12:14+00:00,,,Update: funktioniert jetzt mit Google Fit. Mi Fit Anbindung sollte noch erfolgen. Mal sehen ob ich spenden kann mit Mi Band 4 mit Mi Fit App an Google Fit gekoppelt.,,,4,1.0.4,Rene Trolldenier,PlayStore,https://lh3.googleusercontent.com/a-/AOh14GirIIOquYgtf1HRr8ZPLMpKXMbJQyGZpmPcSXpLfQ,0.0,,
1675,,2020-04-14 08:27:50+00:00,,,"Nachdem ich meine Xiaomi 2 mit den apps mi fit und mi fit tools verbunden hatte und anschließend beides mit der google app google fit verbunden habe, klappte nun auch nach den Ostertagen das verbinden von google fit mit der datenspende app. Da dieser weg etwas komplizierr war gibt es einen Stern abzug, vor allem da ich für meine Herzfrequenz die kostenpflichtige mi fit Tools app brauchte. @rki danke für alle Mühen, macht weiter so.",,,4,1.0.4,Gina-Maily-EngelSim FromHell,PlayStore,https://lh3.googleusercontent.com/a-/AOh14Ggk1sA0cN50Ond1jkzJYCBhBxeto9dGUTfSNmRn,0.0,,
1988,,2020-04-12 23:08:39+00:00,,,Schön wäre es wenn aufgeschlüsselt wird welche Daten man gesendet hat. Man sieht nur die Anzahl der Tage.,,,4,1.0.4,Sascha Cronauge,PlayStore,https://lh3.googleusercontent.com/a-/AOh14GiIUIH3txECcQKhcphXqNtwIuTojQ6zBc_U26yjkA,0.0,,
1689,,2020-04-14 06:49:45+00:00,,,"App verbindet sich nicht mit Google Fit, es kommt permanent eine Fehlermeldung. Derzeit ist die App für mich unbrauchbar. Update 08.04.20 um 10 Uhr. Google Fit Anbindung klappt jetzt. Mal sehen, ob meine Samsung Watch über Health Sync Daten liefern kann. Update 10.04.20: App scheint zu funktionieren, aber es werden immer ""0"" gespendete Tage angezeigt. 🤔 Update 13.04.20: Die App zählt jetzt die gespendeten Tage. Sehr gut@",,,4,1.0.4,Lars Ridder,PlayStore,https://lh3.googleusercontent.com/a-/AOh14GgUdkoNEOau3OQd_6CkVtAHvlOwieJ22w5NMXvdLw,8.0,,
1971,,2020-04-13 02:09:41+00:00,,,Läuft..... jetzt schauen wir mal,,,4,1.0.4,Frank Kruse,PlayStore,https://lh3.googleusercontent.com/-iXRBU_Ka4s0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclSGlgtUGJM6c63i8PBodq3AYi35w/photo.jpg,1.0,,
1834,,2020-04-13 14:40:51+00:00,,,Nach paar Tagen wieder installiert nun tut die App was sie soll. Jedoch fehlt eine Anzeige welche Tage abgerufen wurden. Daher nur 4 Sterne.,,,4,1.0.4,Hans Michael Albrecht,PlayStore,https://lh3.googleusercontent.com/-8r95irmkQ_Y/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck2iCJf1r6yWCtX_TwZTcPBBBPgQw/photo.jpg,0.0,,
1645,,2020-04-14 10:21:14+00:00,,,Nach letztem Update stürzt die App sofort nach Aufruf ab. Auch nach drei Tagen: 0 Tage geteilt... Nachtrag 2020-04-14: Nach weiteren Updates funktioniert die App bei mir anscheinend wie gewünscht. Keine Abstürze und die gespendeten Tage werden nun auch angezeigt.,,,4,1.0.4,Thomas Runge,PlayStore,https://lh3.googleusercontent.com/-6pbr9Ab4l30/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucl2UWGApLT3GtzPJm91rXgnhuWNOw/photo.jpg,0.0,,
2013,,2020-04-12 21:06:13+00:00,,,"Tut mit Garmin Connect und meiner vivoactive 3, was es soll. Mir fehlen nur noch Zusatzinformationen zur aktuellen Lage.",,,4,1.0.4,MikTheGrLord,PlayStore,https://lh3.googleusercontent.com/a-/AOh14GhNUeyF-x0E1QS7dWMzj13b6aNEh2yZXdip73k9,1.0,,
1769,,2020-04-13 19:33:27+00:00,,,Mein Fitness-Tracker misst meine Temperatur nicht. Tatsächlich messe ich die aber jeden Morgen mit einem normalen Thermometer. Könnte man den Wert nicht manuell in die App eingeben?,,,4,1.0.4,Birgit Nietsch,PlayStore,https://lh3.googleusercontent.com/a-/AOh14GilEwc28q_tn9RuSaQ18ilgVTRNDu0a1e7DyG-A,0.0,,
1990,,2020-04-12 23:01:49+00:00,,,Ich habe die App gerade runtergeladen. Ich finde die Aktion mega gut. Leider bekomme ich die Verbindung zu Google fit nicht. Fehlermeldung bei der Autorisierung ich habe Screenshots falls es wichtig ist. Auch nach dem Update 7.4.20 leider immer noch nicht 🙏🙏🙏 . Auch nach dem neuen Update funktioniert es leider nicht. Jetzt funktioniert es ♥️♥️♥️ Mal sehen ob die Datenspende funktioniert. Spitze,,,5,1.0.4,Petra Häußler,PlayStore,https://lh3.googleusercontent.com/-zeG2jZKs8LE/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmTk8ekTYWN_DtUQhZsoBssMz-r_g/photo.jpg,0.0,,
1977,,2020-04-13 00:42:14+00:00,,,4 Tage im Sack! Gute Sache! DIE ANZAHL DER GESPENDETEN DATEN WIRD NUR AB UND ZU AKTUALISIERT. ABER SIE WIRD AKTUALISIERT. KEIN GRUND FÜR SCHLECHTE BEWERTUNGEN!,,,5,1.0.4,tobias r.,PlayStore,https://lh3.googleusercontent.com/-Jr_qysSZ9Fo/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclnuaK3-e89B3jPlpmSxr-2HbRD6Q/photo.jpg,1.0,,
2023,,2020-04-12 20:46:47+00:00,,,Die Kopplung meines Mi band 4 über Google Fit mit der Corona-Datenspende hat funktioniert. Gespendete Datentage zählen inzwischen auch hoch.,,,5,1.0.4,Johannes Grünenbaum,PlayStore,https://lh3.googleusercontent.com/-Fb21npVnlYE/AAAAAAAAAAI/AAAAAAAAB6E/AMZuuclltXRxQV_GMV5qG-5aFTKAF3S-Sw/photo.jpg,1.0,,
1651,,2020-04-14 10:15:13+00:00,,,Die Idee finde super würde gern helfen. 5 Sterne. Funktioniert,,,5,1.0.4,Sam,PlayStore,https://lh3.googleusercontent.com/a-/AOh14GhJvA_5g5Q-pKYzwxaALN97gd28ERE3m_j7lm_StA,0.0,,
1856,,2020-04-13 13:29:06+00:00,,,Funktioniert jetzt nach ersten hopplern reibungslos für mich,,,5,1.0.4,Vanj,PlayStore,https://lh3.googleusercontent.com/a-/AOh14Ghx0RMfpUscefEb7-Pghl8icOx59zzp5PivZkvc,0.0,,
1768,,2020-04-13 19:41:58+00:00,,,"Ich finde, es ist eine gute Idee mit der Datenspende. Ja, es gibt noch ein paar Probleme. Aber die Verbindung - bei mir mit Garmin - besteht. Auch bei mir steht noch ""null"" Tage in der Datenspende, obwohl schon am 7. installiert Ich denke, in ein paar Tagen wird sich dieses ändern",,,5,1.0.4,Iris Flender,PlayStore,https://lh3.googleusercontent.com/a-/AOh14GhsqHFI4fEyHQI9QgRW-wNQ3IXrDofAdUD3DZH3zg,0.0,,
1854,,2020-04-13 13:33:19+00:00,,,Jetzt funktioniert es auch bei Samsung!,,,5,1.0.4,ZippForFun,PlayStore,https://lh3.googleusercontent.com/a-/AOh14GhyYe0ViKRVTzjN9GMpn2B0FqGeFWpMOTRiNgNGpQ,0.0,,
2045,,2020-04-12 19:58:23+00:00,,,"tolle Idee... und an die, die ewig meckern müssen: erst die Beschreibung lesen, dann Hirn einschalten und dann ein sinnvolles Statement abgeben!",,,5,1.0.4,Carsten Meier,PlayStore,https://lh3.googleusercontent.com/a-/AOh14GjbVBG9JeAuYeXtpW0G2WAhfmbU37Y6IIB0DGN5HQ,0.0,,
1720,,2020-04-13 22:57:16+00:00,,,Sehr gute Idee und ich beteilige mich gerne daran im Sinne des Gemeinwohls. App ist einfach zu installieren. Postleitzahl eintragen und ein paar Berechtigungsanfragen bestätigen und schon läuft es. Die Verbindung zu meiner Garmin Vivo 3 bzw. meinem Account war problemlos und funktionierte sofort.,,,5,1.0.4,Stefan Grimm,PlayStore,https://lh3.googleusercontent.com/-VCk19RxdF28/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckerPTfubAXeuK58mq_x6f1eyapTg/photo.jpg,0.0,,
1687,,2020-04-14 07:03:51+00:00,,,"Wenn man die Möglichkeit hat dem RKI gegen das Virus zu helfen, dann sollte man das auch tun. Kopplung mit Fitbit war problemlos möglich. Mit Google Fit gab es anfangs Probleme mit dem Verbinden. Aber inzwischen funktioniert auch das.",,,5,1.0.4,Marcus,PlayStore,https://lh3.googleusercontent.com/a-/AOh14Gj89RRimqKKG0VR8ayHnER01dKXGjGGPzRJ9daReA,0.0,,
825,192.0,2020-04-13 00:57:11+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=4/sortby=mostrecent/5803126386,Einfach nur intransparent und Schrott,"Zum einen weiß ich nicht, was genau mit den Daten erreicht werden soll, zum anderen funktioniert es einfach nicht.

Nach drei Tagen kam dann gestern mal „Anzahl gespendete Tage 1“ heute aber wieder 0.

Habe die App wieder deinstalliert. Wer das schon nicht programmieren kann, kann auch nicht auf meine Daten Acht geben.

Und tschüss!",1.0,1.0,1,1.0.5,fgrep,AppStore,,,,
815,201.0,2020-04-12 18:40:57+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=5/sortby=mostrecent/5802005300,Ich bin entsetzt - was bedeutet für das RKI Datensicherheit und Transparenz ???,"Ich bin ziemlich enttäuscht und entsetzt ob der nicht vorhandenen Datensicherheit und Transparenz der Nutzung der Daten !!!
SO liebes RKI geht das nicht !
Die App wurde bisher von keinem Bundesdatenschutzbeauftragtem geprüft (wie man lesen kann), der Qurllcode der App ist nicht zugänglich = kein Open Source Code ...
Ich entziehe die Berechtigung zur Nutzung meiner Daten",0.0,0.0,1,1.0.5,Warika94,AppStore,,,,
874,148.0,2020-04-13 15:27:47+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=3/sortby=mostrecent/5806035379,Gute Idee die leider nicht funktioniert,Leider nach dem Update immer noch eine Zahl 0 nach dem vierten Tag . Ich glaube die App funktioniert nicht und nach der Bewegung habe ich leider auch keine Rückmeldung erhalten . Schade !,0.0,0.0,1,1.0.5,barbarabarvara,AppStore,,,,
818,198.0,2020-04-12 20:24:27+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=4/sortby=mostrecent/5802318533,Schade: für Samsung watches unter iOS unbrauchbar,Leider gibt es mit der Samsung watch aktuell keine Unterstützung Zur Übertragung der Daten!,0.0,0.0,1,1.0.5,Wutbuerger rs,AppStore,,,,
865,156.0,2020-04-13 11:15:31+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=4/sortby=mostrecent/5805068518,"Gute Idee, aber nicht funktional","Ich nutze die App gerne und spende meine Daten. Habe mir zu diesem Zweck sogar einen Schlaftracker gekauft und trage meine Uhr jetzt auch in der Nacht. 

Leider funktioniert die App aber einfach nicht. Ich habe schon versucht, sie neu zu installieren. Dann wurde mir nach 10 min App offenhalten „Anzahl Ihrer gespendeten Tage: 2“ angezeigt. Nun wurde nach 4 Tagen Nutzung aus der 2 aber wieder eine 0 und nichts passiert. 
Bislang wirklich schlecht App, daher hoffe ich auf schnelle Updates.",0.0,0.0,1,1.0.5,Daniel-ATP_96,AppStore,,,,
801,214.0,2020-04-12 16:05:44+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=5/sortby=mostrecent/5801486656,0 Tage Daten gesendet,"Sollte es so bleiben mit 0 Daten gesendet,
Fliegt es morgen wieder runter.
RKI und nichtmal nen Support hier,
Ob das so gewollt ist
So wieder gelöscht... null Support",0.0,0.0,1,1.0.5,SteveBü,AppStore,,,,
860,161.0,2020-04-13 10:33:54+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=4/sortby=mostrecent/5804931951,Die App der Uni Freiburg ist Meilen besser,Versucht das doch,0.0,0.0,1,1.0.5,Timetrackeroo7,AppStore,,,,
850,171.0,2020-04-13 09:17:37+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=4/sortby=mostrecent/5804683076,Gute Idee mit Fehlern,"Gesten wurde noch alles angezeigt, leider seit heute ein weißer Bildschirm...😕",0.0,0.0,1,1.0.5,AnO49,AppStore,,,,
839,24.0,2020-04-13 07:17:05+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=1/sortby=mostrecent/5804304736,Fehlerhafte Version,In der aktuellen Version startet die App gar nicht mehr.,0.0,0.0,1,1.0.5,Marienhagen,AppStore,,,,
826,191.0,2020-04-13 05:10:35+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=4/sortby=mostrecent/5803943217,Zähler geht immer noch nicht,Ich helfe ja gerne und das ist der einzige Grund weshalb die App noch auf meinen iPhone ist. Der Spendenzähler geht überhaupt nicht. Er zeigt nach jedem Update wieder 0 an. Und nach Ablauf eines Tages zählt er nicht hoch. Da frag ich mich schon ob die App überhaupt funktioniert,0.0,0.0,1,1.0.5,Stefari84,AppStore,,,,
798,215.0,2020-04-12 15:27:00+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=5/sortby=mostrecent/5801349326,Version,"Eigentlich ist in jeder App die Installierte Version zu ersehen, leider finde ich hierzu keinen Hinweis.
Ich kann daher nicht sagen ob ich .3 oder .4 oder schon .5 installiert habe ?",0.0,0.0,2,1.0.5,OperaOpi,AppStore,,,,
799,64.0,2020-04-12 15:57:56+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=2/sortby=mostrecent/5801458748,Gute Idee aber Apple Watch spendet nichts,"Leider werden die Daten meiner watch nicht gespendet. Der Zähler bleibt bei 0. 
Ist aber auch beruhigend. Google hätte sich wohl direkt alle Daten gekrallt.",0.0,0.0,2,1.0.5,widdo1356,AppStore,,,,
802,213.0,2020-04-12 16:14:13+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=5/sortby=mostrecent/5801516463,Wichtige Sache!,"Nur 2 Sterne, solange Quellcode nicht überprüft werden kann!",0.0,0.0,2,1.0.5,hennsenpopennsen,AppStore,,,,
812,204.0,2020-04-12 17:42:16+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=5/sortby=mostrecent/5801817114,Datenschutzgau,"Wollte direkt helfen und Spenden, lösche nun aber die App und gebe eine Warnung ab. 

1. Auch wenn man die Konten wieder versucht zu löschen, schalten sich die Verbindungen wieder an. 

2. Quellcode wird nicht offengelegt und kann durch Fehler auch nicht offen gelegt werden. 

3. Verwendung wird nich klar dargelegt. 

4. Annonymisierung ist fehlerhaft und unzureichend. 

5. Datenschutz wird beim Datentransfer nicht ernst genommen. 

Schade, aber so nicht!",0.0,0.0,2,1.0.5,Westernsoft,AppStore,,,,
848,173.0,2020-04-13 09:02:46+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=4/sortby=mostrecent/5804636066,Es fehlt Transparenz,"Ich glaube an die Wirksamkeit wenn >50% aller Deutschen diese App installieren und aktivieren - Hierfür fehlt es aber an Transparenz was die App tatsächlich an das RKI überträgt... das muss zwingend eingebaut werden (Bericht > Datenübertragung > Log File) gerne auch als JSON, Hauptsache man kann erkennen was übertragen wird. Gerne auch mit API Handshake, Timestamps etc. 

Nur wenn jeder die Daten sehen kann die übertragen werden, wird das Vertrauen in so eine App (die einem selber ja nix bringt) wachsen.",0.0,0.0,2,1.0.5,oberstel,AppStore,,,,
851,170.0,2020-04-13 09:17:40+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=4/sortby=mostrecent/5804683205,Ich würde gerne...,.... mitmachen. Ich benutze ein iPhone zusammen mit eine Fitnessuhr von Huawei. Die App dazu heißt HuaweiHealth.,0.0,0.0,2,1.0.5,michermichermicher,AppStore,,,,
859,162.0,2020-04-13 10:21:35+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=4/sortby=mostrecent/5804891805,Crasht nur noch,Seit dem Update Crasht die App nur noch und lässt sich nicht mehr öffnen,0.0,0.0,3,1.0.5,lucawieczorek,AppStore,,,,
