,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
5645,Philipp Zimmermann,https://lh3.googleusercontent.com/-enMT3StRMMk/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJOUfpm7GwQtLfrl7CqMU96DcngIqA/photo.jpg,Funktioniert problemlos bei der Einrichtung. Konnte mich sofort anmelden und die Daten bei FitBit Ionic synchronisieren lassen. Verstehe die negativen Kommentare nicht.,5,0,1.0.1,2020-04-08T10:36:53,,
5646,Andrea Müller-paul,https://lh3.googleusercontent.com/a-/AOh14Gjk4G8X-fFyrrIvdH84qiQuG3K3fb5SmHToEYR6,Installiert. Aber funktionierte null. Konnte mich nicht einmal einloggen,1,0,,2020-04-08T10:36:03,,
5647,Kai Dahlhaus,https://lh3.googleusercontent.com/-M2escNEw5q0/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPKPZg11QA2ggURBizU4xLK6WwxbQ/photo.jpg,"Super Idee, leider kann ich nichts machen, meine Samsung Smartwatch ist nicht unterstützt. Trotzdem 5 Sterne, das Konzept ist toll.",5,0,,2020-04-08T10:35:57,,
5648,Yvi B.,https://lh3.googleusercontent.com/-36-1InGsvOg/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPpZ9KjfTkR8Xleo4pk4jrwMsvsag/photo.jpg,Samsung fehlt,2,0,1.0.1,2020-04-08T10:35:33,,
5649,Mayk Borzakyan,https://lh3.googleusercontent.com/-lLVjmP_qeTc/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPleOCJBamaB7t-cVP8MSF45lsqRg/photo.jpg,Mit meiner samsung Uhr nicht kompatibel,1,0,1.0.1,2020-04-08T10:35:27,,
5650,Nicky Schröder,https://lh3.googleusercontent.com/-upgCgRfM_O0/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPY4XOOGa3eGWsUom8oPImo4dTMoA/photo.jpg,"Super Idee, dafür 5 Sterne. Leider kann ich meinen Tomtom-Tracker nicht auswählen und die App somit nicht nutzen. Hoffentlich wird die Auswahl schnell erweitert.",5,0,1.0.1,2020-04-08T10:35:20,,
5651,Britta Mohwinkel,https://lh3.googleusercontent.com/-Utn8Y1DsLQo/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJM4ZjCufQAbeTZVUj-7ofGl7C-2Ug/photo.jpg,Gut gedacht für mich aber nicht anwendbar das ich eine Samsung Uhr habe und diese ist nicht aufgeführt,1,0,1.0.1,2020-04-08T10:35:00,,
5652,David Werner,https://lh3.googleusercontent.com/a-/AOh14GjSLp0ok3BbXEzbA8n9nmsW8Rre-c_hG0citsSKP-c,Leider kann man keine Email eintragen,1,0,1.0.1,2020-04-08T10:34:51,,
5653,Michaela Meier,https://lh3.googleusercontent.com/-PrObzhlQXvk/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJP4sCUygU-GPXfhPds3rYxsOBccLg/photo.jpg,Ansicht eine gut App aber es hat nicht jeder eine SmartWatch oder der gleichen ich finde es muss für jeden zugänglich sein,1,0,,2020-04-08T10:34:27,,
5654,Sandra Osmala,https://lh3.googleusercontent.com/-cwtg1_3sdrA/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPt1rwGUugPIoIb0MRUvBYr2-VUJw/photo.jpg,Leider geht es nicht bei Samsung swatch,2,0,,2020-04-08T10:33:35,,
5655,Horst,https://lh3.googleusercontent.com/-sDYdf0eFFck/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMrQG-i2oPcFuYTXfDQlNIgg7UTvQ/photo.jpg,Keine Samsung Geräte......nutzlos,1,0,,2020-04-08T10:33:05,,
5656,Thomas Palm,https://lh3.googleusercontent.com/-_qLjj81PGrU/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJN1N0xu2-z5HUhK0QuO2F5oMCw-tQ/photo.jpg,Wann werden denn Samsung Smartwatches hinzugefügt? Ich würde ja gerne mithelfen; werde mir deswegen aber kein anderes Band kaufen.,3,0,1.0.1,2020-04-08T10:32:58,,
5657,Thomas Donner,https://lh3.googleusercontent.com/-qIDnV_oUN4g/AAAAAAAAAAI/AAAAAAAAAIU/AAKWJJOETjPZ5CymYBbmPulObiYiODcOTg/photo.jpg,Leider kein huawei dabei. Schade. Somit für mich nicht nutzbar.,5,0,,2020-04-08T10:32:08,,
5658,Patte G.,https://lh3.googleusercontent.com/-YT1erhNREtk/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPl9oyYhkXO7joeFwEoG-NnyiFxmw/photo.jpg,"Ich habe die App gestern installiert, ich weiß aber nicht in welchen Abständen Daten abgerufen werden. Bislang steht der Zähler mit der Datenspende noch auf ""0"" Tage. Installation und Einrichtung ging problemlos (Garmin).",4,1,1.0.1,2020-04-08T10:32:06,,
5659,Julian 2018,https://lh3.googleusercontent.com/-SpEU67MfdQY/AAAAAAAAAAI/AAAAAAAAIJg/AAKWJJMZLYdZ-S10gvN0w94MgkxIcRHy4w/photo.jpg,Leider wird kein Samsung Fitnesstracker unterstützt. Somit für mich leider nicht nutzbar.,1,0,1.0.1,2020-04-08T10:31:45,,
5660,Nicole Herbst,https://lh3.googleusercontent.com/-HLxr-k2OWIQ/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJNQlVWgq6F-w917TXrbrkGdLnjYxg/photo.jpg,Es gibt kein Samsung dann kann man halt net helfen,1,1,1.0.1,2020-04-08T10:29:13,,
5661,Nicole W,https://lh3.googleusercontent.com/a-/AOh14GjqUL31EN0MzyceF9KSWnlNTZl3ujCyPxYomQ8gUfY,Leider kann die App kein Samsung. Also auch keine Gear-Fit. Deinstalliert!,1,0,,2020-04-08T10:28:55,,
5662,Max,https://lh3.googleusercontent.com/a-/AOh14GhPEzs9jGVeCGB9DvyCFj9NGHetshn4CVm1Hj1F,"Ich hätte gerne mitgemacht, leider werden aber keine Samsung Smart Watches unterstützt (Gear S3 Frontier)",2,0,1.0.1,2020-04-08T10:28:35,,
5663,O M.,https://lh3.googleusercontent.com/-daOQP-BCS14/AAAAAAAAAAI/AAAAAAAA3Jw/AAKWJJPCkVwGGV2QM1dRqYEHN7lnZe_row/photo.jpg,"Fehler wurde behoben, App funktioniert",5,0,1.0.1,2020-04-08T10:28:30,,
5664,Thomas Brendel,https://lh3.googleusercontent.com/a-/AOh14GhaVmTfQEIG3kpPBUI2QStw2Q-Zo1XeoJN3y0ve4Q,Warum kann ich beim Eintragen der Account Daten kein Copy&Paste verwenden?,4,1,1.0.1,2020-04-08T10:28:09,,
5665,Karin K.,https://lh3.googleusercontent.com/a-/AOh14GiURC6G8BSoj1bRrK_NXSmYXTNGSN1AT28xZeAPOg,"Leider wird Antimi nicht unterstützt, ich würde gerne helfen.",3,0,1.0.1,2020-04-08T10:27:42,,
5666,Michael Au,https://lh3.googleusercontent.com/a-/AOh14GjtBnp-HtlAhMQ_DvR9YZGOw0-Yh5vDb_Icoi_YRaM,"Idee ist gut, leider kein Samsung in der Liste.",1,0,1.0.1,2020-04-08T10:26:12,,
5667,Sophie Sorbet,https://lh3.googleusercontent.com/a-/AOh14GiOTYCWQ5R9WaV5xuoEkca7A6DhSzDntCCcGirhjw,"Nutzung (noch) nicht möglich. Ich würde die App gern nutzen, leider kann ich mein Huawei-armband nicht koppeln, da dieser Hersteller nicht zur Auswahl steht. Bitte kümmert euch doch darum.",5,0,1.0.1,2020-04-08T10:26:01,,
5668,Péter Müller,https://lh3.googleusercontent.com/a-/AOh14Gh0st6I-qPks-zIOOX89Qvc6-jlgks_TDVmHF7SSg,Problem mit Google Fit behoben.,5,0,1.0.1,2020-04-08T10:25:39,,
5669,Uwe Falkenberg,https://lh3.googleusercontent.com/-0P7b6lVs3vU/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMt-SZq64fmV3CwZC0Y6OeD7p0ibg/photo.jpg,"Habe ein Mi Band 4,was leider nicht unterstützt wird.",2,0,1.0.1,2020-04-08T10:22:39,,
5670,Sara F.,https://lh3.googleusercontent.com/-TJPtNx19j-8/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMTI8A_4Ed938I7nhqGA36WDJPsvQ/photo.jpg,"Idee super, hätte gerne geholfen. Leider funktioniert es bisher nicht mit Samsung. Zumindest konnte ich es nicht als Quelle wählen.",3,0,1.0.1,2020-04-08T10:22:29,,
5671,Marco Synarski,https://lh3.googleusercontent.com/-c1XDYX2RT9I/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJOhhGFUWBjyyaM_EufGgLZ4-_qtuA/photo.jpg,Leider kann ich nicht helfen da die App so wie es aussieht nicht mit Samsung Health kompatibel ist. Es wäre schön wenn man das noch hinbekommen würde.,1,0,1.0.1,2020-04-08T10:22:09,,
5672,Sonja Walk,https://lh3.googleusercontent.com/-XMWHGdP86qI/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMWPIzyJSUgmCOxSAsjVgpG0UkBaw/photo.jpg,Die Verbindung zu meiner Polar Ignite hat einwandfrei funktioniert.,5,0,1.0.1,2020-04-08T10:21:10,,
5673,Klaus Lütt,https://lh3.googleusercontent.com/a-/AOh14GigYRaNl3abivS63AT52L1uhS2Rzi7cOkgzQAcpq68,"Ich habe die App wieder deinstalliert konnte meine Verknüpfung mit garmin nicht herstellen, unverständlich das das vorher nicht geprüft wird",1,0,1.0.1,2020-04-08T10:21:10,,
5674,Stephen Fischer,https://lh3.googleusercontent.com/-3IBOidPclt4/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPtPZNw1aSX-jjcNFHxIMiWXKQDkg/photo.jpg,"Anmeldung per Googlefit nicht möglich - Samsung Gear S3 nicht kompatibel - super Idee und ich würde gerne das RKI unterstützen, aber durch die zuvor genannten Probleme nicht möglich!",3,0,1.0.1,2020-04-08T10:20:24,,
5675,Vanessa M.,https://lh3.googleusercontent.com/-Z07417Ky-Kk/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMZCnOvXhI6NV93ATmx2FSHk14yDg/photo.jpg,"An sich ist die App ganz anschaulich und gut erklärt. Ich hatte, wie einige andere hier auch, das Problem, dass ich meine E-Mail-Adresse bei Fitbit nicht eintragen konnte. Es scheiterte am @-Zeichen. Ich habe dann hier in den Rezensionen den Tipp rausgelesen, eine andere Tastatur (Gboard) zu nehmen - dann hat es geklappt. Ich habe ein Honor 8X. Das war ein bisschen umständlich, aber für mich als Mitglied der Generation Y noch händelbar. Andere schaffen das aber vielleicht nicht so einfach.",3,6,1.0.1,2020-04-08T10:19:49,,
5676,Andreas S,https://lh3.googleusercontent.com/a-/AOh14GgZqPt_NDAo-SQGGzb48ZWxzXC1rbMXe6Ts_lqApA,Bitte um Anbindung über Samsung Health,2,0,1.0.1,2020-04-08T10:19:27,,
5677,Juergen Ploenes,https://lh3.googleusercontent.com/a-/AOh14GjioMXiCKN7H9SwNYbn2YRQVcnYXwrRLEmAvgSJ9w,"Ich finde die Idee macht Sinn, aber Samsung-Tracker sind leider nicht dabei. Das sollte man nachbessern, damit sie genutzt werden kann.",3,0,1.0.1,2020-04-08T10:19:16,,
5678,Michael K.,https://lh3.googleusercontent.com/-LQUvn1b81KM/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJNPCXn26jdMPTMBKI3EJAeuMF_dZA/photo.jpg,"Nette Idee, dilettantisch umgesetzt. Die App streikt schon bei der Dateneingabe für die Fitbit Uhr... SO kommt man sicher nicht an die gewünschten Daten",1,0,1.0.1,2020-04-08T10:18:13,,
5679,Christian Demiani,https://lh3.googleusercontent.com/-2dA3ROK79XQ/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJM8fARemnohPLe4oUR8WYnBtMKWxA/photo.jpg,Die Installation ging einfach und problemlos. Leider umsonst. Die Anwendung unterstützt die Samsung Smartwatch nicht!,3,0,1.0.1,2020-04-08T10:18:05,,
5680,Thomas Hildebrecht,https://lh3.googleusercontent.com/-4dRo0H3F4gk/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJNn3IfGPDQxIhOpbLlzZGyPQ5Eqxg/photo.jpg,Grundsätzlich super Idee aber welche Cracker sind am verbreitetsten? Samsung Uhren und somit Samsung health leider nicht auswählbar... keine Gear oder aktive vorhanden,3,0,1.0.1,2020-04-08T10:17:16,,
5681,Marco Nippon,https://lh3.googleusercontent.com/a-/AOh14GhptcXCGMjp09qlSpSQJ8AyLLxQmw0bgWhUi92Y6w,"Aktuell Nutzung nicht möglich. Wenn ihr was sinnvolles anbieten wollt, baut euren Support aus. Nichtmal Samsungs Wearables werden unterstützt.",1,0,,2020-04-08T10:13:11,,
5682,Frank Bartels,https://lh3.googleusercontent.com/a-/AOh14GgyGRzPAFYHjEjUG7BHjOcqJdmPuVQXLyoX4NGahg,Zu wenige Devices werden unterstützt. Meine Huawei/Honor Bänder sind leider nicht dabei,4,0,,2020-04-08T10:12:47,,
5683,A Woll,https://lh3.googleusercontent.com/-WjHP-S3Fvh4/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJOPbyjNi-eMhCKgMaatRszgH1rG1Q/photo.jpg,"die App ist sehr sinnvoll - leider synchronisiert mein Fitbit HR aber nicht. obwohl es mit der Fitbit App synchronisiert, klappt es mit der RKI App nicht.",4,1,1.0.1,2020-04-08T10:12:14,,
5684,Mandy Wang,https://lh3.googleusercontent.com/-yBmmT5nAVFI/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJNCfnvnsccdKM44Pj5Ep3q_sakPqg/photo.jpg,"Drei Sterne für die Idee, aber leider zu wenig Auswahlmöglichkeiten bei den Fitnesstrackern. Ich hätte gerne geholfen aber mein Mi Band stand nicht zur Auswahl. Die App müsste auf alle Hersteller erweitert werden, sonst nützt es ja nichts.",3,0,1.0.1,2020-04-08T10:11:35,,
5685,Tobias Rothgerber,https://lh3.googleusercontent.com/a-/AOh14GjN31RNxc7HD6zGo_ULD-T-RlLwRnVQfzRQM5kc8E4,Nette Idee schlechte Umsetzung!!!,1,0,,2020-04-08T10:11:26,,
5686,Lindlarer Engel,https://lh3.googleusercontent.com/a-/AOh14GhgzOK0Lc7fIJVps6EaADenT9bO2712kzoijjDtaA,"Der Start war schwierig, weil schon der Download nicht zu finden war. Am ersten Tag war die app auch bei GooglePlay nicht gelistet, stundenlang nach einem Download gesucht. Als sie dann abends verfügbar war, wollte die app meine Postleitzahl nicht annehmen. Wollte schon aufgeben, aber beim fünften Anlauf ging es dann. Ich ziehe aber erstmal keine Bewertungspunkte ab, weil man hier wohl kein ausgereiftes kommerzielles Produkt erwarten darf, der Nutzwert evtl immens ist und man jede Chance nutzen muss, das Monster zu besiegen.",5,0,1.0.1,2020-04-08T10:09:03,,
5687,Daves Apartment,https://lh3.googleusercontent.com/a-/AOh14GgjfHlpmnPnq-JJi5YkUN-PduBMD1lJ4HwZn9WcbA,"Die App ist auf Grund der momentanen Lage eine sehr sinnvolle Idee. Aber leider lässt sich nur ein Fitness Armband oder Tracker damit verbinden. Wer sowas nicht hat, kann nichts mit der App unterstützen. Leider.",3,0,,2020-04-08T10:08:43,,
5688,Mr Call,https://lh3.googleusercontent.com/a-/AOh14Giqe1oepo1GbYnJitMuTe_nybfWbzIsyxtykGvqyA,"Hallo und guten Morgen ⭐⭐⭐⭐⭐ für die Idee ⭐. Für die Umsetzung ..... =⭐⭐⭐ Der Gedanke covid-19 besser zu verstehen ist 👍 Leider haben sie hier eine Stolperfalle für alle eingebaut - es wäre gut zu wissen, bevor die App installiert wird, welcher Fitness Tracker kompatibel ist - alle fitness Tracker einzubeziehen würde die Validität ihres Datensatzes durch enorm steigern. Ichhhätte gerne Daten gespendet, leider lässt mein Tracker nicht einbinden",3,0,1.0.1,2020-04-08T10:08:44,,
5689,Bleifuss Johnny,https://lh3.googleusercontent.com/a-/AOh14GhmVTF2kz5FULi2_xQe_iUNUXDWaGFO6ujYFMmscg,Kann meine google konto nicht eingeben. Habe Huawei uhr gibts in keinen option. App habe ich wiede4 gelöscht,1,0,,2020-04-08T10:06:48,,
5690,Markus Brinkbäumer,https://lh3.googleusercontent.com/a-/AOh14Gh_EkuYDh61x2ftcubtfrnalweWCxXRp9LzmL7qVw,"Wenn ich Google-Fit als Anbieter auswähle und mich in meinem Gmail-Account einloggen will, kann ich keine Sonderzeichen verwenden, da die Tastatur sich nicht auf Sonderzeichen umschalten lässt. Samsung Galaxy S8 mit Android 9 und SwiftKey",1,0,1.0.1,2020-04-08T10:06:45,,
5691,Olaf Hillig,https://lh3.googleusercontent.com/a-/AOh14Gho9unTCojzf6mGmUdkkIVzdNVXx5x7W9kc-t4KTTk,Note 8 in Verbindung mit Samsung Gear S3 nicht möglich.,1,0,1.0.1,2020-04-08T10:06:44,,
5692,Christine Karletz,https://lh3.googleusercontent.com/-wFxmCJ7rxDo/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPJgGAgbd8xqUs9ciRrodhfPC7OEg/photo.jpg,Mit der kleinen Auswahl an Trackern wird das nix.,1,0,,2020-04-08T10:06:20,,
5693,Sven-Eric Fischer,https://lh3.googleusercontent.com/a-/AOh14GgZPeA0ghdinsMHfy1xxPZBLpw1BpHp6L_CuJXB,"Die Idee an sich ist sehr gut. Die App ist auch ansprechend, aber für mich nicht nutzbar. Ich verwende sowohl als Smartphone als auch Wearable Huawei-Produkte, leider stehen diese nicht (noch nicht?) zur Auswahl.",3,0,1.0.1,2020-04-08T10:05:53,,
5694,Joachim Reimann,https://lh3.googleusercontent.com/-Cf41NV2rTEs/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPnATk_aAVpNRJ4a1VjSPlOqxfLqw/photo.jpg,Da ich kein Fitnessband habe bringt mir (und dem RKI) die App nicht viel.,3,0,,2020-04-08T10:05:30,,
5695,Ines Vogel,https://lh3.googleusercontent.com/-Y6o0CcpCFJM/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMoIzYRvwJAp-PR3pgs-pl_1JLojg/photo.jpg,Schade ich hätte gerne mitgemacht aber mein Hersteller ist auch nicht hinterlegt. Die Idee ist aber sehr gut.,5,0,1.0.1,2020-04-08T10:04:39,,
5696,Stephanie Feigl,https://lh3.googleusercontent.com/-9YG4YpfcXi8/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJOkPWOTq3C2IFPcqjCszd7R_sQG9g/photo.jpg,Die App geht überhaupt nicht bei mir. Muss dich in der App noch anmelden bei Hersteller....blödsinn... Ladet zu lange... können nicht da hin wo die Startseite ist....traurig... Vielleicht haben andere mehr Glück mit der App als ich. Komisch jetzt bin ich auf Startseite was soll ich jetzt tun....im Menü kann ich Daten abgeben oder schauen....geht nicht... 🥺,1,0,1.0.1,2020-04-08T10:03:44,,
5697,Daniela Li-We,https://lh3.googleusercontent.com/a-/AOh14Gi3IRWwlWw2LqEZYuVdzHYcMWJkFZQOfnaY7f1VeA,Installation und Verbindung mit Garmin Connect ging schnell und problemlos. Die ersten Tagesdaten sind schon übertragen,5,0,1.0.1,2020-04-08T10:03:36,,
5698,Marion Alt,https://lh3.googleusercontent.com/a-/AOh14Gj0uzFRjgWAa6yyHpAghXIGmnwi-52x-b7xd7iJc_U,Leider funktioniert die App nicht mit Fitbit 😵 für mich daher nicht nutzbar,1,0,,2020-04-08T10:03:15,,
5699,Antje Oberhardt,https://lh3.googleusercontent.com/-tvvivwEcv-M/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJNiuqEcQb5q4jx9_txhvDzTZKR-Dw/photo.jpg,Keine Samsung Tracker zur Auswahl.,1,0,1.0.1,2020-04-08T10:03:05,,
5700,Marco Lange,https://lh3.googleusercontent.com/-n6jlODDVzms/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMLttObbyiys7fSrxRgHuS4y_1KJw/photo.jpg,"Macht einen netten Eindruck und die Idee finde ich gut aber ohne Apple, Samsung und Huawei werden das wohl eher wenig Nutzer werden",3,0,1.0.1,2020-04-08T10:03:04,,
5701,Norbert Wedhorn,https://lh3.googleusercontent.com/-ajp_IHDNUP8/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJNH7oZSJ8XRce3JByluCH04xcka5Q/photo.jpg,"Die Samsung Gear steht nicht zur Auswahl, deshalb für mich nutzlos",1,0,,2020-04-08T10:02:35,,
5702,Heiko Bleier,https://lh3.googleusercontent.com/a-/AOh14GhjwEh31mJCBp8otOH3V4WuwWCR82RfjKGNXXm8vr0,Ich kann nicht mal meine E-Mail-Adresse eingeben wenn ich mich über Googlefit anmelden möchte. Der Cursor blinkt zwar aber eine Eingabe ist nicht,2,0,,2020-04-08T10:02:14,,
5703,Ulrich Bueth,https://lh3.googleusercontent.com/-j-UFzOrgze8/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJP0TeAhrzLuUo5hu5v0GnN7szSXLw/photo.jpg,"Idee ist gut, Umsetzung Müll. Die gängigsten Fitnesstracker fehlen.",1,0,1.0.1,2020-04-08T10:02:06,,
5704,Denise Soydan,https://lh3.googleusercontent.com/-napGpLxPhyI/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJO-Mia_t2JtUSvz1bZy0XRiEyx09w/photo.jpg,Die Idee scheint gut zu sein. Ich bin aber auch nur bis zum wearable gekommen. Mein Fitnesstracker von Huawei ist ebenfalls nicht dabei. Vielleicht kommt es ja noch.,3,0,1.0.1,2020-04-08T10:01:34,,
5705,Axel Meyer,https://lh3.googleusercontent.com/-Ef-dRoxJiM4/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJNN7-45jOMRHuJ5I2NI4jKGsu2J2w/photo.jpg,Nette Idee. Aber ohne Apple und Samsung dürfte diese App schnell verpuffen. Sehr schade.,1,0,1.0.1,2020-04-08T10:01:18,,
5706,Johannes Dittrich,https://lh3.googleusercontent.com/-LQImdmBYBeQ/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMzFvgMoepOCmqmw3o8l7vFwinB_g/photo.jpg,Einloggen auf dem Garmin-Konto war problemlos möglich. Allerdings synchronisiert sich die App lt Anzeige seit vielen Stunden und Daten habe ich offensichtlich noch nicht gespendet...,4,0,1.0.1,2020-04-08T10:00:57,,
5707,criss criss,https://lh3.googleusercontent.com/-Z5ElNtFYj94/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJNHZANt024562lwIkvSU-AuvAyHIQ/photo.jpg,Jetzt am zweiten Tag funktioniert das anmelden,5,0,1.0.1,2020-04-08T10:00:32,,
5708,Martin Heidecker,https://lh3.googleusercontent.com/a-/AOh14GhmvZ-eJw29fJJzwpkT727N8gYdYOp8aVCrNzL-,"Ich würde ja Daten spenden, aber Samsung Health und meine Samsung Galaxy Smartwatch wird leider nicht unterstützt!",2,1,1.0.1,2020-04-08T09:59:30,,
5709,Tanja Ganz,https://lh3.googleusercontent.com/-wJC4M9oPkp0/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMSC5mYW7GEy3Ei_40B6I7Y2kVVMA/photo.jpg,Ich benutze die Samsung Galaxy watch leider ist diese App daher bisher für mich unbrauchbar. Die Idee an sich finde ich gut. Bitte erweitern Sie die Kompatibilität,3,0,1.0.1,2020-04-08T09:59:24,,
5710,K Ax,https://lh3.googleusercontent.com/-VlHvUgRCAas/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJNcbw7lpBLSDp70qEGqdVUN-NHh4w/photo.jpg,"Idee gut, allerding ist Samsung Gear noch nicht integriert. Meine Anfrage läuft, Info folgt.",3,0,1.0.1,2020-04-08T09:58:26,,
5711,Alexandra Kallenbach,https://lh3.googleusercontent.com/-rNfQDqcl4IU/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPhLgUvEvJrJ9gf-rijSbdUF7aCbw/photo.jpg,Unterstützt leider Samsung nicht .Schade. Ich hätte es gerne genutzt,1,0,,2020-04-08T09:58:14,,
5712,Christoph Ames,https://lh3.googleusercontent.com/a-/AOh14GjeYydkHsdcl--4ODkDWsmoGng1QcRh_QDrHrVrkw,"Samsung Health oder andere Apps einfach mit der App ""Health Sync"" mit Google Fit synchronisieren. Das müsste dann ja passen.",5,0,,2020-04-08T09:57:20,,
5713,Ray Ufo,https://lh3.googleusercontent.com/-Ags3vHrFD8g/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMa9y_WrVyR0aqXZJuO1KSpNvtRsg/photo.jpg,"Halte ich für sinnvoll. Leider kann ich nicht mitmachen, da meine Samsung Uhr nicht unterstützt wird.",4,0,1.0.1,2020-04-08T09:57:11,,
5714,Anette Körner,https://lh3.googleusercontent.com/a-/AOh14GhgBQjNOX6jCiX4GIT6GYdPpQP7wJ1acfFftJqF,Kann ebenfalls nur die Idee bewerten ! Nicht kompatibel mit dem 'MI'Band von Xiaomi ! Schade !,4,0,1.0.1,2020-04-08T09:57:08,,
5715,Sibylle Reißig,https://lh3.googleusercontent.com/a-/AOh14GgZc0TJL0ngPfV5RMu_GxGNJVE85Fu5SwOWLktjYQ,"Ich freue mich sehr, dass RKI in dieser schwierigen Situation unterstützen zu dürfen und hoffe, dass sich ganz viele Menschen an diesem Projekt beteiligen!! Bei mir hat der Download auf mein LG Smartphone wunderbar geklappt, ebenfalls die Koppelung mit dem Fitbit Tracker und App. Jetzt bin ich auf die ersten Auswertungen gespannt 😉",5,0,1.0.1,2020-04-08T09:57:05,,
5716,Marianne Boekhoff-Koch,https://lh3.googleusercontent.com/-6wOfO_GFI70/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMYFzVnmPUblyugJmymFR7sCC0RVA/photo.jpg,"Am Anfang habe ich Probleme, mit der Frage wie verbinde ich das Apps mit meiner Galaxy Watch. Es geht nur über Google fit. Bitte der Hinweis hinzuzufügen. Dann braucht man sich nicht stundenlangen damit aus einander setzten . Danke",5,0,1.0.1,2020-04-08T09:56:55,,
5717,Anette Fink,https://lh3.googleusercontent.com/-J_mtmZ2NXoA/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJNSLT4ZwVPbAlvlLx5nuUCE_ZZmxQ/photo.jpg,Leider unterstützt die App keine Samsung watch,1,0,1.0.1,2020-04-08T09:56:51,,
5718,Michael D.,https://lh3.googleusercontent.com/-HW9uJgGexOQ/AAAAAAAAAAI/AAAAAAAAADk/AAKWJJPWLX3MJtr9gsN4ErF-g6JiOPtuQA/photo.jpg,Klappt über Umweg. Für alle Samsung Nutzer ein Tipp. Google fit installieren und die Daten aus der Samsung App in die Google fit App übertragen mit der Zusatzapp Health Sync. Klappt automatisch .,5,0,1.0.1,2020-04-08T09:56:47,,
5719,Marcus Braun,https://lh3.googleusercontent.com/-srNgRPoas4A/AAAAAAAAAAI/AAAAAAAAD4g/AAKWJJOPlwRv94tCTG2Y-7R1d_vvkw4pag/photo.jpg,"Ich würde gerne helfen, aber die gängigsten und besten Tracker werden nicht unterstützt. Weder Apple, noch Huawei und Honor und auch Xiaomi nicht.",2,0,1.0.1,2020-04-08T09:56:38,,
5720,Florian Berger,https://lh3.googleusercontent.com/a-/AOh14Gh6mdyfqa_FJJdisuvlcM-OA634gRS3JGM6pP6d7bs,Leider kann ich die App nicht nutzen da meine Fitness App nicht unterstützt wird. Huawei Health geschweige denn huawei. Gerne auch Samsung und alle anderen Hersteller die Fitness Armbänder und Uhren anbieten. Bitte unbedingt nachbessern. #westayhome#,2,0,,2020-04-08T09:55:58,,
5721,Ramona Dobrzewski,https://lh3.googleusercontent.com/-XaFsQnXb2ZU/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJNxojTacQIJrSg6EFwtzLUtwcPhLA/photo.jpg,Leider funktioniert die App nicht mit dem Xiaomi Mi Band. Sonst würde ich gerne Teilnehmen. Vielleicht kann man das noch einfügen.,3,0,,2020-04-08T09:55:37,,
